Author,Article title,Issue,Date,Subject location,Subject keywords
"Giardelli, Arthur",Eisteddfod art,33,Aug-1976,Wales;,art in Wales;art;Eisteddfodau;National Eisteddfod;
"Jones, Tegwyn",Ufudd-dod yn Barhaus',33,Aug-1976,Ireland;Wales;,"Ballads;Welsh broadside;broadside ballads, Welsh; Irish history;Irish politics;Welsh literature;Welsh language;"
"Levay, Clare",The family farm,33,Aug-1976,Ceredigion;Wales;Cardiganshire;,agriculture;farming;
"Longley, Edna",The universal warning,33,Aug-1976,Northern Ireland;Ulster;,poetry;literature;
"Luke, Paul",Illich and the devolutionists,33,Aug-1976,Brittany;,"nationalism;devolution;Illich, Ivan;"
"Taylor, Clare",In search of Creole cultre,33,Aug-1976,West Indies;,Creole culture;West Indies;culture;
"Thomas, Brynmor",Ireland's great silence,33,Aug-1976,Ireland;,Gaelic (Irish);language;
"Thomas, Ned",Meeting Jean Rhys,33,Aug-1976,,"Rhys, Jean;"
"Williams, Angela",The flamboyant tree,33,Aug-1976,,"Rhys, Jean;"
"Hughes, Richard",R.S. Thomas,33,Aug-1976,,poem;
"Mac Sheoin, Tomas",The dropped stitch (tr.),33,Aug-1976,,poem;
"Mac Sheoin, Tomas",Sea-shore fishermen (tr.),33,Aug-1976,,poem;
"O Direain, Mairtin",The dropped stitch (tr. Toas Mac Sheoin),33,Aug-1976,,poem;
"O Direain, Mairtin",Sea-shore fishermen (tr. Tomas Mac Sheoin),33,Aug-1976,,poem;
"Durrenmatt, Friedrich",Language registers,34,Nov-1976,Switzerland;Germany;Bern;,German language;dialect;language;Bern dialect;
"Gwyndaf, Robin",Crow-stepped gables,34,Nov-1976,Clwyd;,"architecture;Clough, Sir Richard;"
"Jacobs, Nicolas",Learning Welsh - 3,34,Nov-1976,,
"Lloyd, D. Tecwyn",Wales - see England ,34,Nov-1976,Wales;England;,language;Welsh;Welsh language;
"Nairn, Tom",Scotland and Wales,34,Nov-1976,Scotland;Wales;,nationalism;
"Stone, Gerald",The Sorbs of Lusatia,34,Nov-1976,Germany;Wends;Lusatia;,"Lusatia;Sorbs;Sauerwein, Georg;"
"Tripp, John",Border run,34,Nov-1976,,
"Adams, Sam",Rough boys,34,Nov-1976,,poem;
"Evans, J.C.",Town blocks,34,Nov-1976,,poem;
"Furnival, Christine",Parable,34,Nov-1976,,poem;
"Hyde-Thompson, Rodney",The first of November,34,Nov-1976,,poem;
"Jones, Peter Thabit",Stuffed cobra,34,Nov-1976,,poem;
"Leale, B.C.",A day in spring,34,Nov-1976,,poem;
"Leale, B.C.",The last post,34,Nov-1976,,poem;
"Leale, B.C.",Wheel in grass,34,Nov-1976,,poem;
"Sauerwein, Georg",Anwyl Arglwyddes,34,Nov-1976,,poem;
"Sauerwein, Georg",Cymro fum yn fwy na Saes,34,Nov-1976,,poem;
"Tripp, John",Three Squibs,34,Nov-1976,,poem;
"Jones, G.O.",To be burnt unread,35,Dec-1976,,
"Jones, Glyn",Duw it's hard,35,Dec-1976,Wales;,literature;short story;
"Lipman, Beata",Apres durrenmatt,35,Dec-1976,Wales;,"Arts Council;drama;Durrenmatt, Friedrich;"
"Nisbet, Robert",R.S. Thomas,35,Dec-1976,,"Thoms, R.S.;"
"Thomas, Ned",The Bangor Students,35,Dec-1976,Bangor,Bangor;University College;
"Thomas, Ned",Behind the devolution,35,Dec-1976,Wales;,devolution;
"Wain, John",Edward Thomas and Helen Thomas,35,Dec-1976,,"Thomas, Edward;Thomas, Helen;"
"Clarke, Gillian",Last rites,35,Dec-1976,,poem;
"Gahan, Carmel",Eve,35,Dec-1976,,poem;
"Gahan, Carmel",Moving on,35,Dec-1976,,poem;
"Smith, Ray",The making of 'made',35,Dec-1976,,poem;
"Tripp, John",The medium is the menace,35,Dec-1976,,poem;
"Walton, Robert",Sonnet,35,Dec-1976,,poem;
"Walton, Robert",Tricker,35,Dec-1976,,poem;
"Walton, Robert",Wood carver,35,Dec-1976,,poem;
"Webb, Harri",Homecoming,35,Dec-1976,,poem;
"Clark, Andrew","She's bloody beautiful, she is",36,Feb-1977,,
"Cronin, Anthony",The hidden Ireland,36,Feb-1977,Ireland;,politics;
"Fennell, Desmond",Where it went wrong,36,Feb-1977,Ireland;,Gaelic (Irish);Irish language;language;
"Jones, Dewi Morris",The struggle for Breton,36,Feb-1977,Brittany;,Breton language;language;
"Jones, R. Gerallt",Jamaica (interview with Michael Manley),36,Feb-1977,Jamaica;,
"Manley, Michael",Jamaica (interviews with R. Gerallt Jones),36,Feb-1977,,
"Ormond, John",In certain lights: 1. Bad light stops play 2. Patagonian portrait,36,Feb-1977,,
"Puxon, Grattan",Roma,36,Feb-1977,Roma;,Gypsies;Roma;
"Slessor, Malcolm",A viable society,36,Feb-1977,Scotland;,society;
"Smith, Iain Crichton",Scottish Gaelic,36,Feb-1977,Scotland;,Gaelic;Scottish;language;
"Thomas, Ned",Neo-colonial Wales,36,Feb-1977,Wales;,"Colonialism, internal;politics;Wales as a colony;"
"Norris, Leslie",A message for Dafydd ap Gwilym,36,Feb-1977,,poem;
"Ormond, John",Patagonian portrait,36,Feb-1977,,poem;
"Poole, Richard",Abondoned slate quarry,36,Feb-1977,,poem;
"Thomas, Graham",The hedge,36,Feb-1977,,poem;
"Fitzpatrick, Martin",Peter Lord,39,Aug-1977,Wales;,"Lord, Peter;sculpture;"
"Hooker, Jeremy",A seeing belief,39,Aug-1977,,"Humphreys, Emyr;"
"Luckin, Bill",The Gang of Four,39,Aug-1977,China;,China;politics;
"Morgan, Adnre",Three voices,39,Aug-1977,,
"Strubell i Trueta, Miquel",Catalunya,39,Aug-1977,Catalunya;,Catalunya; politics;
"Baras, Alexandros",Erebus and terror (tr. Yannis Goumas),39,Aug-1977,Greece,poem;
"Goumas, Yannis",Erebus and terror (tr.),39,Aug-1977,,poem;
"Ward, J.P.",Search for Y Gadair Ddu,39,Aug-1977,,poem;
Anthony Bianchi,Let the poem shout praise,40,Nov-1977,,"Garlick, Raymond;"
"Brown, George Mackay",The cures of Saint Magnus,40,Nov-1977,,
"Davies, Jeff",Farewell to the Junbilee,40,Nov-1977,,
"Freeman, Bobby",From a TV P.R. office,40,Nov-1977,Wales;,television;
"Jones, David",Swatches from the weave of time,40,Nov-1977,,"Brown, George Mackay;"
"Jones, Elizabeth",The institutions of the new Europe,40,Nov-1977,Europe;,Council of Europe;European Community;
"Nisbet, Robert",Bridge Meadow blues,40,Nov-1977,Wales;Haverfordwest;,football;
"Okey, Robin",Records of popular consciousness,40,Nov-1977,Wales;,social history;
"Pritchard-Jones, Harri",Mixed marriages,40,Nov-1977,Wales;,language;Welsh;marriage;
"Scully, D.B.",Marriage patterns and the decline of Welsh,40,Nov-1977,,language;Welsh;marriage;
"Williams, Glyn",Towards a sociology of Wales,40,Nov-1977,,
"Bidgood, Ruth","Exhibition, Machynlleth",40,Nov-1977,Machynlleth,poem;
"Lewis, David",A Guardian sub-editor remembers,40,Nov-1977,,poem;
"Perry, Alan",In the second-hand bookshop,40,Nov-1977,,poem;
"Tripp, John",Farwell to the Jubilee,40,Nov-1977,,poem;
"Werson, Gerald",Enlightenment,40,Nov-1977,,poem;
"Buchanan, Keith",New world emerging,41,Jan-1978,Canada;Quebec;,"Canada; Politics, Quebec;"
"Duff, Alan",Viragos katona (Nandor Gion),41,Jan-1978,,
"Griffiths, Robert",The other Aneurin Bevan,41,Jan-1978,Tredegar;Westminster;,"Bevan, Aneurin;"
"Heaney, Seamus",The interesting case of John Alphonsus Mulrennan,41,Jan-1978,Ireland;,literature;
"Heinmiller, Glenn",Euzkadi since the elections,41,Jan-1978,Basque provinces;Spain;,Basque;politics;ETA;Euzkadi Ta Azkatasuna;nationalism;
"Nash, Roy",Rethinking rural education,41,Jan-1978,Wales;,education;rural;
Saul,Faces from Llanddewi Brefi,41,Jan-1978,,
"Thomas, Ned","Fourth Channel, eleventh hour",41,Jan-1978,Wales;,broadcasting (Wales); television;
"Thomas, R.S.",The creative writer's suicide,41,Jan-1978,Wales;,creative writing;Anglo-Welsh literature;literature;
"Tripp, John",Family skeletons,41,Jan-1978,,
"Conran, Anthony",The geese (tr.),41,Jan-1978,,poem;
"Garlick, Raymond",Portrait of the young dog as an artist,41,Jan-1978,,poem;
"Merchant, Moelwyn",Ghetto: via negativa,41,Jan-1978,,poem;
"Merchant, Moelwyn",Revealing a skull,41,Jan-1978,,poem;
"Williams-Parry, R.",The geese (tr. Anthony Contran),41,Jan-1978,,poem;
"Campbell, Ian",The teaching of Scottish literature,42,Apr-1978,Scotland;,Scottish literature;literature;teaching;
"Jones, Bobi",I'm your boy,42,Apr-1978,Wales;,marriage;psycho-sociology;psychology;
"Jones, R. Gerallt",A place in the mind,42,Apr-1978,,
"Kennerly, Eija",Growing up in Viipuri,42,Apr-1978,Finland;,
"Price, Ken",St. David's Day at Keswick,42,Apr-1978,,
"Rees, Alwyn D.",A nation with a split personality,42,Apr-1978,Wales;Britain;,bilingualism;
"Roberts, kate",Kate Roberts in person (interview with Herbert Williams),42,Apr-1978,,
"Williams, Herbert",Kate Roberts in person (interview),42,Apr-1978,,
"Williams, Ioan",Kate Roberts in translation,42,Apr-1978,,"Roberts, Kate;"
"Mathias, Roland",Sir Gelli to R.S. ,42,Apr-1978,Gelli,poem;
"Tripp, John",Mouse-race in W1,42,Apr-1978,,poem;
"Tripp, John",Night-shift at Egton,42,Apr-1978,,poem;
"Tripp, John",Safari to Warwick,42,Apr-1978,Warwick,poem;
"Tripp, John",Sleeper into Waverley,42,Apr-1978,Edinburgh,poem;
"Tyler, F.R.",The answer,42,Apr-1978,,poem;
"Baldwin, David",French nationalism - the linguistic dimension,43,June-1978,France;Brittany;,language;nationalism;French;
"Ballard, Paul H.",The changing chapels,43,June-1978,south Wales;,Chapels;south Wales
Council of Europe,The Bordeaux Declaration,43,June-1978,Europe;,regionalisation;
"Fennell, Desmond",More than the fleshpots,43,June-1978,,nationalism;
"Humphreys, Emyr","Poetry, prison and propaganda",43,June-1978,,Welsh literature;poetry (Welsh);
"James, Clive",The language in Dyfed,43,June-1978,Dyfed;Carmarthenshire;Pembrokeshire;Ceredigion;,Welsh language;language;dialect;
"Jones, G.O.",Nails,43,June-1978,,
"Maby, Cedric",Cymru - an international role,43,June-1978,Wales;,international relations;foreign relations;
"Holloway, Geoffrey",Mr Thomas and Mr Watkins,43,June-1978,,poem;
"Mac Sheoin, Tomas",Six poems (tr.),43,June-1978,,poem;
"O Direain, Mairtin",Six poems (tr. Tomas Mac Sheoin),43,June-1978,,poem;
"Williams, F.J.",Afternoon in a desrted scrap-yard,43,June-1978,,poem;
"Abse, Dannie",Return ticket to Cardiff,44,Aug-1978,Cardiff;,
Anthony Bianchi,Waldo and apocalypse,44,Aug-1978,,"Williams, Waldo;War;"
"Crawford, Alistair",Photography in Wales,44,Aug-1978,Wales;,photography;
"Finch, Peter",Small presses,44,Aug-1978,Wales;,printing;publishing;
"Jarman, A.O.H.",The heroic view of life in early Welsh verse,44,Aug-1978,Wales;,Welsh literature;poetry (Welsh);
"Jones, D. Graham",Drawings of Cardiff,44,Aug-1978,Cardiff;,
"Thomas, Ned",Carmarthen journal,44,Aug-1978,Carmarthen;,Cymdeithas yr Iaith Gymraeg;legal system;language;Welsh Language Society;
"Tripp, John",Living in the strip,44,Aug-1978,,
"Watts, Janet",Astrid Lingren,44,Aug-1978,,"Children's books;Lindgren, Astrid;children's literature;"
"Earle, Jean",Leningrad,44,Aug-1978,Leningrad,poem;
"Tripp, John",Alliances,44,Aug-1978,,poem;
"Webb, Harri",Heulyn Vab Gwyn - this is your life,44,Aug-1978,,poem;
"Abse, Leo",Talking about devolution - 1,47,Feb-1979,Cardiff;,devolution;
"Ellis, Tom",Talking about devolution - 2 (interview with Dylan Iorweth),47,Feb-1979,Wales;,devolution;
"Erfyl, Gwyn",Talking about devolution - 1 (interview with Leo Abse),47,Feb-1979,Wales;,devolution;
"Iorwerth, Dylan",Talking about devolution - 2 (interview with Tom Ellis),47,Feb-1979,Wales;,devolution;
"Nisbet, Robert",Dai Prufrock and the Devolution Man,47,Feb-1979,Wales;,devolution;
"Price, Glanville",A new canton is born,47,Feb-1979,Jura;Switzerland;,
"Thomas, Ned",Two cheers for devolution?,47,Feb-1979,,devolution;
"Tripp, John",Views from the taverns,47,Feb-1979,,pubs;
"Walters, Dafydd",Language and the law,47,Feb-1979,Wales;,language;law;
,The Kurds have no friends',47,Feb-1979,Kurdistan;Iraq;Turkey;Syria;,Kurds;
"Barnie, John",Angels,47,Feb-1979,,poem;
"Curtis, Tony",Return to the headland,47,Feb-1979,,poem;
"Davies, Frank",Adult education,47,Feb-1979,,poem;
"Davies, Frank",Facts,47,Feb-1979,,poem;
"Davies, Frank",Mrs Bagshaw,47,Feb-1979,,poem;
"O'Neill, Chris",Mawl i'r Arglwydd,47,Feb-1979,,poem;
"Tripp, John",Nos da to all that,47,Feb-1979,,poem;
"Walton, Robert",Mine host,47,Feb-1979,,poem;
"Walton, Robert",A woman of sixty changed her name,47,Feb-1979,,poem;
"Webb, Harri",Seaside ritual,47,Feb-1979,,poem;
"Jarman, A.O.H.",Plaid Cymru in the Second World War,48,May-1979,Wales;,nationalism;Plaid Cymru;politics;Second World War;World War 2;
"Nisbet, Robert",Dream and innocence,48,May-1979,,
"Osmond, John",Mr Morris and the elephant,48,May-1979,Wales;,devolution;politics;referendum on devolution;
"Parr, Malcolm",Les beaux jours,48,May-1979,,
"Parri, Meurig",Homelands' and heartlands,48,May-1979,South Africa;,politics;
"Perry, Philip",Busking - the graduate alternative,48,May-1979,,busking;entertainment;
"Stephens, Raymond",Dylan Thomas and the biographers,48,May-1979,,
"Tripp, John",Last year in Marianglas,48,May-1979,,
"Watkin, Philip",More commercial radio,48,May-1979,Wales;,broadcasting (Wales); commercial radio;
"Webb, Harri",A visit to the waterworks,48,May-1979,,
,,48,May-1979,Catalunya;Spain;,politics;
"Williams, Masha",Pushkin and Pushchin,48,May-1979,USSR;Russia;,"Pushcin, Ivan Ivanovich;Pushkin, Alexander Sergeevich;history;"
"Evans, J.C.",Three nightmares,48,May-1979,,poem;
"Griffin, T.F.",Dusk on Pendle Hill,48,May-1979,,poem;
"Tripp, John",1.III.79,48,May-1979,,poem;
"Tripp, John",Paradox in Machynlleth,48,May-1979,,poem;
"Williams, F.J.",Pentre,48,May-1979,,poem;
"Tripp, John",Connection in Bridgend,49,,Bridgend,poem;
"THOMAS, NED",As I was saying...,51,Jun-1985,,Planet;publishing
"THOMAS, NED",After the strike (interview with Kim Howells),51,Jun-1985,,coal mining;Miners Strike 1984-5;
"Davies, Janet",Brynmawr - then and now,51,Jun-1985,Brynmawr;,
"Davies, Gwen",Crafts and the Quakers at Brynmawr,51,Jun-1985,,Quakers;Society of Friends
"RHIANNON, SIAN",Welsh in the valleys of Gwent,51,Jun-1985,,
"Osmond, John",The future of the Wales Congress,51,Jun-1985,,Wales Congress in Support of Mining Communities;Miners strike 1984-5
"Baxter, John",The strong arm of the state,51,Jun-1985,,Miners strike 1984-5
Ffrancon,Dai Dialectic and the body politic,51,Jun-1985,,cartoon;Miners strike 1984-5
"Jenkins, Geraint H. ",The dragon has many tongues,51,Jun-1985,,
"RUSSELL, MICHAEL W.",Five years of Celtic film,51,Jun-1985,,films;Celtic
"TIGHE, CARL",New theatre made in Wales,51,Jun-1985,,
"Dube, Janet",Touch and go,51,Jun-1985,,
"WILLIAMS, ANGELA",A kind of angry poetry,51,Jun-1985,,radio;Miners strike 1984-5
"Davies, Brian",The Newport Chartists revisited,51,Jun-1985,Newport;,Chartism;Jewish Chronicle;Newport Rising;
"Jones, R. Gerallt",Mirror image,51,Jun-1985,,history;television
"ROBERTS, KATE",The craft of the short story (interview with Saunders Lewis),51,Jun-1985,,Literature;short story
"PETTITT, ANN",From Maenclochog to Moscow,51,Jun-1985,Maeclochog;Moscow;Russia,peace movements;
"WILLIAMS, GWYN",Translation of poem Canu Heledd,51,Jun-1985,,
"Buchannan, Anne",A nuclear-free Pacific?,51,Jun-1985,Pacific ocean;,nuclear weapons
"Barnie, John",the janus county,51,Jun-1985,,
"Beagan, Glenda",Cofio Rhydgaled,51,Jun-1985,,poem;
Canu Heledd,Chwiorydd Heledd/Heledd's sisters (tr. Gwyn Williams),51,Jun-1985,,poem;
"Schwenk, Norman",The Brecon and Abergavenny canal,51,Jun-1985,,poem;
"Thomas, Ned",The burning tree,51,Jun-1985,,poem;
"Thomas, R.S.",Ystrad Fflur,51,Jun-1985,,poem;
"Williams, Gwyn",Canu Heledd (tr._,51,Jun-1985,,poem;
"THOMAS, NED",Tourism and self-respect,52,Aug-1985,,tourism
"Barnie, John",Living by tourism (interview with Prys Edwards),52,Aug-1985,,tourism
"Edwards, Prys",Living by tourism? (interview with John Barnie),52,Aug-1985,,tourism
"WILLIAMS, GLANMOR",Y mab darogan : national hero or confidence trickster?,52,Aug-1985,,"Henry VII, King of England;Tudor, Henry"
"Edwards, Hywel Teifi",Victorian Wales seeks reinstatement,52,Aug-1985,,National Eisteddfod 1887
"Clifford, Desmond",Gwynedd vs. CRE,52,Aug-1985,Gwynedd,Gwynedd vs. CRE;Commission for Racial Equality;employment;Welsh language;
"Balsom, Denis",Polls apart,52,Aug-1985,,opinion polls;politics;
"Davies, John, poet",The haunted coast,52,Aug-1985,United States;,Native Americans;
"Jones, Harri Pritchard",Firstly for ourselves,52,Aug-1985,,Drama;radio
"SMITH, DORIAN LLEWELYN",Dramamemes and firecrackers,52,Aug-1985,Catalunya;,theatre;Theatre;International Theatre Congress in Catalunya
"Barnie, John",The long poem,52,Aug-1985,,poetry
"Brown, Mark",North coast cultures,52,Aug-1985,,
Ffrancon,Dai Dialectic and the body politic,52,Aug-1985,,cartoon;
"WILLIAMS, T. ARFON",Cynghanedd rules,52,Aug-1985,,Cynghanedd;poetry
"Evans, Arwel Wyn",Sir Anthony Meyer,52,Aug-1985,,"Conservative party;Meyer, Sir Anthony;political identity;Conservative Party;"
"McKenna, John",North coast cultures,52,Aug-1985,,
"TALFRYN, PEGI",North coast cultures,52,Aug-1985,,
"Ffransis, Ffred",North coast cultures,52,Aug-1985,,
"Edwards, Richard",North coast cultures,52,Aug-1985,,
"Beagan, Glenda",North coast cultures,52,Aug-1985,Rhuddlan,
"Jones, R. Tudor",A fair heaven,52,Aug-1985,,
" Humphreys, Emyr",The Road to Rhyl,52,Aug-1985,,
"WILLIAMS, IOAN",The land of the living,52,Aug-1985,,"Humphreys, Emyr"
"Asher, P.",A bull,52,Aug-1985,,poem;
"Asher, P.",Hares,52,Aug-1985,,poem;
"Conran, Tony",Cafe scene in Kemper,52,Aug-1985,,poem;
"Davies, John",Against travel books,52,Aug-1985,,poem;
"Gwynfryn, Hywel",Miss Trydydd Byd,52,Aug-1985,,poem;
"WORTHINGTON, PHILIP HARRIS",The technology of suppression,53,Oct-1985,,
"Davies, Aneirin Talfan",Saunders Lewis (television interview),53,Oct-1985,,
"Davies, Caryl","Saunders Lewis (television interview), translation",53,Oct-1985,,
"PALFREY, COLIN",The rise and rise of the amusement arcade,53,Oct-1985,,
"Barnie, John",Celtic crosses- Anglo-Welsh and Irish,53,Oct-1985,,Anglo-Welsh literature;teaching;Anglo-Welsh literature;teaching;education;teaching of English in Wales;Irish literature;
"Hughes, Owen",Which gallery?,53,Oct-1985,,art galleries;
"Jones, R. Gerallt",High obsequies,53,Oct-1985,,"Lewis, Saunders;Roberts, Kate;"
"Davies, Gwen","Censorship abroad, at home, and in the head",53,Oct-1985,,Censorship
Ffrancon,Dai Dialectic and the body politic,53,Oct-1985,,cartoon;
"REES, GARETH",A new politics?,53,Oct-1985,,politics;Welsh
"Francis, Michael",A first day,53,Oct-1985,,play;Drama;radio;
"Harris, John",Caradoc Evans as Editor of Ideas,53,Oct-1985,,"Ideas;publishing;Evans, Caradoc;"
"Barnie, John",Caradoc Evans the impious artist,53,Oct-1985,,"Evans, Caradoc;"
"Brown, Stewart",Dreadtalk - Caribbean poetry now,53,Oct-1985,Caribbean;,poetry;
"PARRY, DAVID",English dialects in Gwent,53,Oct-1985,England;Gwent;,Anglo-Welsh;dialects;
"Brown, Stewart","Dance like a butterfly, sting like a bee",53,Oct-1985,,poem;
"Davies, Gloria Evans",Banquet,53,Oct-1985,,poem;
"Davies, Gloria Evans",Torn lantern,53,Oct-1985,,poem;
"Earle, Jean",Mari Penrhys,53,Oct-1985,,poem;
"Gwynfryn, Hywel","Miss Trydydd Byd (tr. Sian James, Nigel Jenkins",53,Oct-1985,,poem;
"James, Sian",Miss Third World (tr.),53,Oct-1985,,poem;
"Jenkins, Nigel",Miss Third World (tr.),53,Oct-1985,,poem;
"THOMAS, NED",Europe begins beyond the Pyrenees,54,Dec-1985,Spain;,politics;
"Barnie, John",The city and nature,54,Dec-1985,,Cities;nature;
"Lloyd-Morgan, Ceridwen",Mama Asuncion in Donostia,54,Dec-1985,San Sebastian;Basque Provinces;Spain;,Spain;minority languages and literatures;films;Spanish
"RICHARDS, ALUN",Passengers,54,Dec-1985,,Japanese
"Davies, Gwen",A europe of peoples,54,Dec-1985,,European Community;minority languages
"Osmond, John","Red, white and GREEn",54,Dec-1985,,Green Party;politics
"Day, Graham",Who are the peacce people?,54,Dec-1985,,peace movements
"ROBBINS, DAVID",Who are the peace people?,54,Dec-1985,,peace movements
Ffrancon,Dai Dialectic and the body politic,54,Dec-1985,,cartoon;
"Davies, Diane",Prince of Hochdorf and other Celts,54,Dec-1985,,archaeology;culture;Celtic;
"Osmond, John",A bunker too far,54,Dec-1985,,nuclear bunkers
"George, David",Barcelona 1888-1936,54,Dec-1985,Barcelona;,
"Barnie, John",Dodging the Natioanl Parks (interview with Les A Murray),54,Dec-1985,,National Parks;environment;
"Murray, Les",Dodging the National Parks (interview with John Barnie),54,Dec-1985,,National Parks;environment;
